x,y
5.643672437559905664e-01,-7.877394953344134532e-01
-6.238690929239441019e-01,-7.398339011060498516e-01
1.031712782518293903e+00,-1.745237359533781396e-02
-9.232136352308001337e-01,-3.954093875682445081e-01
-4.209188273398161151e-01,3.505537241344262034e-01
8.991792036936255839e-01,-3.483912911170777837e-01
-9.378829512011703784e-01,-5.275642014485396603e-01
4.155759533508307513e-01,-2.328833682814756001e-01
4.733578710817223367e-01,1.765230447514849477e-01
8.009468987647286875e-01,4.921816101567704216e-01
6.025217249158877630e-02,4.312262662378378852e-01
8.637728245952103201e-01,5.794014375781939563e-01
4.745790737044017771e-01,2.754845735741676127e-01
-1.991073859229541138e-02,1.099872835464440923e+00
-5.009836854503119108e-01,3.596784633572688850e-02
5.399263384711778802e-01,-2.560808862071139447e-01
2.179215921502420383e-01,-4.715849816380645043e-01
-5.178370204372438890e-01,-9.342568243654110205e-01
6.403983232668353232e-01,7.692944249178954585e-01
-4.590570547860673423e-01,9.996645412823808030e-01
1.447772951478723258e-01,3.833998663275339780e-01
-3.112396010060149432e-01,-4.285169416400485543e-01
-2.065700000658218793e-02,5.384817821326919329e-01
-8.957673783526621802e-01,3.587005363915516942e-01
-9.521616476314390676e-01,4.809125003944792476e-01
1.013801780453786883e+00,-3.144367656055730986e-01
-1.030551226599409009e+00,-9.835783378841728153e-02
3.565211710354335151e-01,3.497386079690316119e-01
-6.375800928399046885e-01,-8.483803618149821091e-01
-3.900213650862537074e-03,-1.085040493205556178e+00
2.622639496640818968e-01,-3.067876638843336501e-01
4.193210631199878469e-02,5.537810582653200919e-01
-1.806575678001431373e-01,4.490234991081729077e-01
-5.854712707005392813e-01,8.747824781909974146e-01
2.754465945492381440e-01,-3.637114107365149174e-01
-6.151772461919974289e-01,-8.533919313709673604e-01
5.861145653203695405e-01,-8.194822978022838766e-01
5.145531954227908211e-02,5.101922016067185206e-01
4.147604825870434553e-01,-2.886499887290361333e-01
-8.969633854736089873e-01,5.357525321924403450e-01
-2.289745305455171895e-02,-6.445583990144508890e-01
3.906945276618499219e-01,-8.316479960121045956e-01
-6.506709819831881791e-01,6.979070864332871382e-01
7.355661835011211291e-01,6.204915397075008165e-01
1.676561215034112762e-01,4.488029979883887410e-01
-6.513119361982915301e-01,-7.474038236633379073e-01
-2.276579577396489751e-01,4.541770821379083056e-01
-1.237358234318046146e-01,-4.485551393487232641e-01
4.348306875404386873e-02,-4.623628207870714713e-01
-4.267800784913746703e-01,1.439994224569778603e-01
2.171555148738944507e-01,-3.321968040852136816e-01
4.885763040573790073e-01,-2.114787650865579127e-01
2.217578795784591050e-01,-3.923986435132960082e-01
7.749153895991517382e-01,6.304809910761843827e-01
9.972649745797101950e-02,-1.007186935617305990e+00
-1.902665786365327627e-01,-4.578631670924868113e-01
9.138900814354702362e-01,4.546495330428839132e-01
-9.799852961321806610e-01,-3.785628800066965782e-01
1.866768613159675017e-01,-2.992994813079873362e-01
-4.504982060999709881e-01,1.913364301649145283e-02
-5.150565021790004527e-01,-2.665275863929695774e-02
-6.722053618019560028e-01,7.349247484583368850e-01
-4.393528003544607818e-01,3.423669804913087034e-01
9.360734493199132089e-01,1.058031013932462933e-01
-5.497718700687700411e-01,2.966970346867645048e-02
5.695499873123217593e-01,-6.574638800543778361e-01
3.654422024525996182e-01,-3.098752497140901951e-01
6.098068247642159934e-01,7.525626302775638710e-01
4.094607373669806316e-01,-5.008771639324397507e-01
-4.946827096296457088e-02,9.450858946461769827e-01
3.457224405342859130e-01,9.257026906791523402e-01
-2.536261982229025547e-01,9.791647151014274408e-01
4.846408025506281914e-01,-8.649584075286853579e-01
4.859325037951710557e-01,-7.658809373125525788e-01
9.152553857286066519e-02,5.003091951445809427e-01
-8.184962023834126132e-02,-4.454401704741325907e-01
2.867187051140979714e-01,-3.406070087217352160e-01
-2.411089797614033858e-01,4.819689425946000472e-01
-6.016583482311975706e-01,7.206930765086536628e-01
-3.811369804693911512e-01,-2.062137038004528966e-01
-6.351057879105858062e-01,8.083329149423098547e-01
-9.690243573451343129e-02,-5.496293194519059622e-01
9.162674496220915010e-01,-2.140643256463373445e-01
-4.607749175910344497e-01,1.769345558574173527e-01
-1.476761605584843429e-02,-5.207182948913919862e-01
5.063876713160199439e-02,-9.692268780379735826e-01
5.244699801158064778e-01,2.247745083987786469e-02
-1.057966080044869583e+00,5.911206950428227191e-02
-4.796219733336209989e-01,2.977471309297761159e-01
-3.985917802587066738e-01,2.150528396149898325e-01
-5.909080343680526148e-01,-9.402884801554221017e-01
1.941415358030835758e-01,4.347732114306361306e-01
-2.403038331832117735e-02,9.714277207744612674e-01
1.591366411350859378e-01,-9.918023524315355832e-01
-9.905406106971771374e-01,-2.319520763554513143e-01
-2.246265470587755220e-01,-9.183991679861204238e-01
3.847509132792559239e-01,3.636596863092552145e-01
9.927762915763859164e-01,-1.763139048127057851e-01
-8.099130282795917735e-01,-6.805758473331255942e-01
-1.772075423723395438e-01,4.660319162530441872e-01
3.539270371771209289e-01,3.339230552428696930e-01
5.985688939802292774e-01,7.059086899551940686e-01
-7.801862171110829358e-02,5.372728503977348691e-01
2.566783875069372223e-01,-9.666954850826512402e-01
-4.692329111539901842e-01,1.081558124707392432e-01
-1.682660494270378782e-01,4.024611672874405799e-01
5.419954368362825958e-01,7.500675577020419205e-01
-3.127304353560466099e-01,2.076898583820985800e-01
-3.792322216095163623e-01,1.874816348742686933e-01
-4.966815778854388741e-01,9.311101614221899414e-01
-9.582469083252280750e-01,-2.561887829395067540e-01
-3.713295388140979147e-01,-3.387096937016985665e-01
9.135532856684044356e-01,-6.485692563328417926e-01
-2.149651275107478665e-01,-4.409488055119076821e-01
6.336327595900135279e-01,7.689109199970503017e-01
4.444268213336182716e-01,1.191722613124341773e-01
-5.117315654348851828e-01,8.878237265637707321e-01
1.020038673014775632e-01,-5.155118828583379331e-01
-1.023539372596257602e+00,2.139172746177880891e-01
4.867707815146098960e-01,2.259687159090233710e-01
-7.135261187749699641e-01,6.549350219036300658e-01
5.938623955883620686e-01,-8.323420265760652637e-01
1.799834793056640236e-01,-9.437517106097593755e-01
4.068759221262062131e-01,-2.355076674910936974e-01
8.445956800900110695e-01,-3.602377894428449578e-01
-8.581979530011131230e-01,-4.460947659885857730e-01
-5.356532258550027459e-01,3.359222901845579923e-01
-1.909347849960233434e-01,-4.101285773290265224e-01
4.715727941203741724e-01,-9.102710601917793909e-01
-6.952010780104889154e-01,7.243709421745864185e-01
2.664439034381683169e-01,4.867293464669015801e-01
1.014747282211177160e+00,-9.088317291895488259e-02
-1.722757580869891392e-01,-4.632368011087093507e-01
1.937464538859371976e-01,3.954130624518040760e-01
-2.799645969105668541e-01,9.621453137347063533e-01
-4.994160959458868732e-01,-8.572980501813780574e-01
9.440193084369694621e-01,1.704257101877489078e-01
-7.813339759535335993e-01,6.587097503403264165e-01
1.303423627839444543e-01,-5.705299591767449829e-01
-9.491156041157622347e-01,-1.115868539841882723e-01
-2.705711521981979395e-01,-4.212496980463948937e-01
-3.453932314156070715e-01,4.992186268313155151e-01
1.248293908754678494e-01,4.999839002689324130e-01
1.448993391075970583e-01,5.018455848710219325e-01
-5.346807666493819111e-01,-9.608256942377439991e-01
-1.023527357713434727e+00,3.187665632790662174e-02
-4.852314418789652750e-01,2.301634934181679137e-01
1.671156766223357015e-02,-9.149386971055613049e-01
6.100468964265657323e-01,-8.335009884148911752e-01
-9.239645091079820016e-01,5.362048442617071142e-01
-6.505944019206163498e-01,-7.396660733682144384e-01
-7.253429725901032465e-02,4.418270198574791863e-01
1.111694452959920282e-01,9.914566298679046152e-01
1.675572582082208439e-01,-9.502369685919715980e-01
3.703300299871862267e-01,-8.963591987504266889e-01
-5.062035219026213007e-01,-4.196255785661454074e-02
2.285899292665861393e-01,3.619219450120150783e-01
-8.543682943138678487e-01,-5.050280854254446394e-01
-9.064196086445713840e-01,3.940930673567732412e-01
8.361848821582592572e-01,4.387985580539938701e-01
3.345630580138234111e-01,2.080476909374405214e-01
-3.674461909331934728e-01,-2.774394758294279617e-01
8.178631098365891638e-01,-6.436478524378711485e-01
6.326672340617479628e-01,-6.737192024710356719e-01
-7.832713559527867409e-01,-6.961193842306609980e-01
2.118132364519842992e-01,4.583123088552421565e-01
-5.077189889509915455e-01,2.906391775993185655e-01
-1.216195552914289685e-01,-4.381596949765044768e-01
-8.898271085257449808e-01,-3.671728463880324922e-01
8.964889001062537055e-01,4.617674768911069205e-01
-8.893708921548618695e-01,-3.314627566701788819e-01
-6.798250376618547586e-01,-7.804486011326983164e-01
3.832473941733630096e-01,-9.290620636168486213e-01
1.688542814929251679e-01,-4.195787815461750059e-01
-4.721059613116330711e-01,-1.119307877827610403e-01
-7.767828976513230232e-01,6.560936836409203554e-01
-5.517863269756337896e-01,-8.108639661540097965e-01
5.993519835742764368e-01,8.473425183015454998e-01
-4.761496261583186285e-01,-2.676823357609170451e-01
-4.578759485855922184e-01,1.872037493124657503e-01
3.305952218018729516e-01,9.509107364107447502e-01
9.995833726378646755e-01,-2.688610617274262982e-01
-6.413067528546856355e-01,8.114938695449072092e-01
9.847329910590865154e-01,3.689508016709460714e-01
-4.246635080901662862e-01,1.512669943206186030e-01
5.826755095601646728e-01,-9.126781930681329147e-01
4.253397526859034605e-01,-2.278880378192901235e-01
5.402299565436764484e-01,2.332780421356650535e-01
2.265496863675712513e-01,9.440475436656544650e-01
-3.558672155946731031e-01,2.205727059761023456e-01
-9.104577596005211104e-01,-1.526053132791844180e-01
-1.475802549266050923e-01,-4.683889224509718008e-01
1.056774380525550949e+00,2.146486422456722332e-01
-9.283865334012801895e-01,-3.002127135047357731e-01
7.945294555558752858e-01,-5.691170862839564082e-01
-8.925163610695757699e-02,-4.918133718843097357e-01
1.021192354448785755e+00,-1.890797414836954404e-01
5.281683094312660254e-01,1.380788710153875443e-01
4.917888122461891998e-01,1.434757687632197687e-01
4.842476821203814952e-01,3.452801590323449354e-01
2.513888081370046351e-02,1.012860975572908329e+00
1.281041936405455384e-02,-9.254710073284452276e-01
-3.803982192579099531e-01,9.003911123669186001e-01
6.276915080142912995e-01,-8.234004229567859490e-01
3.381574564631834590e-01,2.141932626319862920e-01
2.445023571951041030e-01,-5.023868508161456470e-01
-4.408057507835946853e-01,9.120785763538410418e-01
4.314960611107881427e-01,-1.530172151242978340e-01
-3.871929568422580736e-01,2.587937029840305936e-01
-7.431923415316378234e-01,7.519674926885658861e-01
-5.766712485823134449e-01,7.899817541115889963e-01
8.870162522312153852e-01,-3.145378104535648811e-01
4.265190923570862380e-01,-1.409945021967734802e-01
-1.724443728291665257e-01,4.870796449056249422e-01
5.381498616301619298e-02,-5.167336266710821358e-01
6.525612697464640011e-01,-6.670707069021936109e-01
-3.518733473235141629e-01,3.725918960735187802e-01
1.449342086075143254e-01,4.832210858719362401e-01
-7.692172437662865292e-01,-5.556389456110828462e-01
-2.419976892303552785e-01,9.650449128053050218e-01
-3.133255206805837245e-01,-3.315773047455725098e-01
3.940776994521565935e-01,-2.618493220766398566e-01
5.638597147612387506e-01,7.161761755593956114e-01
3.528719440586351452e-01,4.211350366474516660e-01
-3.281027637132449826e-01,-3.449399828717784056e-01
4.258996754996273726e-01,-3.049653236824000357e-01
7.845649773923109027e-01,6.581042648252990457e-01
-5.288512389702364480e-01,-3.776656740402718759e-02
4.838593239887512554e-01,-1.005056664396160704e+00
-4.547190661568504821e-01,1.611590207259087221e-02
-9.789489043684228564e-01,3.148445813846749708e-01
9.174538117750272725e-01,-3.930815296602825359e-01
4.822361931549196679e-01,2.351104007929583906e-01
5.207168456864414985e-01,3.490377865385946299e-03
-8.520177709970914171e-01,4.224269692670671872e-01
8.838381763355516174e-01,-6.031484157100046595e-01
4.593498581418518634e-01,2.350891213984676598e-01
3.756096638480571070e-01,-2.630189478771927658e-01
-9.774242319381500899e-01,-1.395766852709595385e-01
9.257193037249449308e-01,-4.809472715900012241e-01
1.982517200748178388e-01,-4.001865608142388675e-01
3.490468831918668302e-01,-2.282001310275105499e-01
-4.750485558789459550e-01,1.471758766633545767e-01
4.457537703330272105e-01,1.400290213595812572e-01
-4.792561000047177444e-01,-1.645268442447255230e-01
-1.890647532799760167e-01,9.738242101568039821e-01
-8.953280447325973057e-01,-4.951527992170713932e-01
7.642730343610296684e-01,-5.305523451713474170e-01
-4.755440116006157680e-01,-4.159567204324479510e-03
-4.693883876594715510e-01,3.738951692600227944e-02
2.514730721205429287e-01,-5.241379456012336124e-01
-5.193088612013130323e-01,8.010724566116166345e-01
5.045018853452519769e-01,-5.580851512552022914e-02
3.057628642728287827e-01,-4.764458269491500531e-01
1.053091641928189492e+00,3.753428889078641029e-01
-3.555004189964379724e-01,-3.202153526276601547e-01
-5.196240141242296495e-01,-1.760157737743719975e-01
8.725756682910941198e-01,-5.234150607050748194e-01
1.728946681220772802e-02,-4.535907724375370931e-01
-4.092700006768831278e-01,-1.940289877131160523e-01
-2.510748175814796479e-01,4.169666194170464357e-01
9.026705068379248242e-01,2.628308950637501251e-01
3.250610188114842480e-01,-3.596180870110325389e-01
5.236642699346263363e-01,1.225997034872453872e-01
3.949256479534921649e-01,-2.511450395228372323e-01
9.225617817906599238e-02,-4.498867680419142978e-01
-6.978201106531511932e-02,-1.014606658385488691e+00
-4.225062092908075106e-01,-1.217383524781164017e-01
3.662351311058235082e-01,-4.004729677659654152e-01
4.632244652976304500e-01,7.236738549682731891e-01
3.146286681522046935e-01,-9.967363173107715024e-01
1.021500009871244341e+00,-3.010064414793007376e-02
-1.049873266744188571e+00,2.028708886731547256e-01
4.266052041470972389e-01,-1.476132179567130054e-01
-4.295876614377278635e-01,1.103198135634118893e-01
5.459027509560085978e-01,8.886900396996900708e-01
7.993623167027698040e-01,-6.409890198933843042e-01
8.544472670656293456e-01,5.688264784722808498e-01
-9.813833254336918888e-01,2.571954522287897005e-01
-3.624024882973105322e-01,3.157801976268675426e-01
7.027825254803710120e-01,-6.473948822295133576e-01
-1.641996181975476365e-01,1.016887013377045568e+00
3.152372169031362747e-01,-3.573711863051892146e-01
3.878266058553435092e-01,3.014808692715186811e-01
1.703579904140378187e-01,-5.295041651956845508e-01
-1.741123675881080246e-01,-1.101007715393092390e+00
2.445243491011395431e-01,4.862284503123060486e-01
1.062390894302210675e+00,5.117413076062062721e-02
-7.368283852456264382e-01,-7.664454666073077238e-01
-3.918115351766938981e-02,4.234448025670499161e-01
1.646353033610818695e-01,5.017702134883001985e-01
-1.097252944198311153e-02,4.731750803603442801e-01
3.476427374537428006e-01,-3.900725286015749305e-01
3.431648823039306073e-01,3.786739735260791218e-01
-6.507445969722552848e-01,-8.034918674413651374e-01
8.573163440689453019e-01,-5.344107369058915813e-01
-4.077193616980897550e-01,-3.052798980288577435e-01
-4.407939161005026141e-01,1.363133511995217595e-01
-6.235893670125773891e-01,8.573433456543916309e-01
-1.867072845681069793e-01,5.303014015034048789e-01
2.737198780156386776e-02,-5.179278894163160674e-01
8.552140448391292171e-01,-4.550108029236578644e-01
8.988567474098330123e-01,-6.039221507755215823e-01
-3.910738416826927133e-01,2.278916752870194518e-01
9.436848922052297473e-02,-1.066331025313102643e+00
3.994033724113048578e-01,8.330247349114414668e-01
-4.778402553211329451e-01,2.598681842670170772e-01
-3.999534058428994010e-01,3.939422636160647695e-01
-8.785217023669831260e-01,4.722525284839388382e-01
5.805357397941361963e-01,8.851823106432579746e-02
-7.385959555714294994e-03,-4.643567568753447783e-01
-5.190613325988209237e-01,-2.103740238526378425e-01
3.802176391018957657e-01,-1.007775653847309050e+00
-9.247541554824451060e-02,-4.756139920105214580e-01
-1.540960167482072207e-01,5.159024405823525727e-01
-9.750714303953863515e-01,-1.023257613144147732e-01
1.007342163434004512e+00,-3.672879348522749970e-02
-4.957386810994897086e-01,1.769712973124829003e-02
-5.328894191343278575e-01,8.406728065676057904e-01
7.123512255225225021e-01,-7.043858365955453227e-01
2.992529034385227882e-01,4.498501789419525609e-01
-9.413294379854483251e-01,-2.979363139259689763e-01
-2.452386464289101897e-01,4.451880658110675681e-01
3.801110348513112580e-01,3.391056291641136311e-01
4.130356447586223667e-01,-3.081750084895500952e-01
-4.182416057140660448e-01,-3.761871056795007551e-02
2.274220184468145056e-01,-4.726829468829882863e-01
9.612640608807196396e-02,-1.019180232984331802e+00
4.124134805384724323e-01,-9.276357434212004760e-01
-3.899491301173211855e-01,-9.200295396873963139e-01
4.583400209817244941e-01,1.532119594767394066e-01
9.924294121557803994e-01,2.291079656714546664e-01
9.511458962994263633e-01,-3.315063378135224004e-01
4.677754358806259782e-01,7.538292178800058696e-02
-3.438817297348487068e-01,3.543240415246808883e-01
-9.168545136223534842e-01,4.895152466451653805e-01
-5.312196563103477320e-01,-8.599556958630119041e-01
3.374783998538222196e-01,1.056303036795995354e+00
-3.653668822994395327e-01,-3.412983053843466896e-01
-1.843200663125683647e-01,4.025926899624561739e-01
-1.506532474218810758e-01,9.310371340825043251e-01
-8.508766460296098844e-01,-5.140810618421106648e-01
-7.783073354046730064e-01,-6.560864428777211099e-01
-8.711171696326969194e-01,-3.862200256848118407e-01
4.407706764908405489e-02,-5.031947918929825514e-01
-5.091465022131728135e-01,-8.387446257584905140e-01
-7.801282652762639436e-02,-9.721740666243834372e-01
8.810196692394167695e-01,6.980920121355941310e-01
-4.344407936393666625e-01,-1.944694216801159947e-01
9.125704675210938310e-01,3.070717140332082651e-01
6.230369177901202704e-01,1.864428660824281325e-01
-3.873711596340938534e-01,-2.802561507818301378e-01
7.567594588545422107e-01,-6.766913576226359917e-01
-3.146152416059746493e-01,4.165273584904731208e-01
-8.411841602849827737e-01,-6.302457429868826289e-01
9.082998521505876166e-01,2.711192423614381397e-01
4.885377708612161918e-01,2.363088116809248795e-01
5.209537000800381623e-01,8.529934416062570079e-01
-9.109572598743117533e-01,-1.542024178943857127e-01
-9.026774167278076577e-01,3.842772992313376879e-01
8.364755859378978364e-01,5.401034903869458281e-01
-7.719888787893239845e-01,6.827746559589110698e-01
7.165024511910013105e-01,6.411066413123470697e-01
4.395623519366303467e-01,-1.002335866627770689e-01
-1.705714257641361697e-01,4.320777478599343580e-01
4.417419160721365867e-01,2.952735613420403027e-01
9.668639620751962038e-01,-4.709813500376471007e-02
5.445085496045019013e-01,7.636757246626140194e-01
-4.397352934092957910e-01,9.354230242221009406e-02
-9.863155721287091282e-01,1.782316327042273163e-01
4.758932893292067146e-01,2.188978334844143836e-01
9.881834862863332347e-01,3.059933742877458118e-01
5.863707312450396891e-01,8.405133006636914539e-01
-1.103580902527243834e+00,2.900574732680977763e-01
-4.051903536508378867e-01,9.164845444187420531e-01
8.085434871696791648e-01,-5.047958637163866280e-01
-2.269669039011650569e-01,8.888446484832056571e-01
-4.991435290774664524e-01,1.089499384589787540e-01
-3.756730745362866219e-01,3.110189772745447501e-01
1.003136528230945013e+00,4.147481614616750911e-01
-4.814088632329167061e-01,7.751883396182666919e-02
-4.798471123430966268e-01,2.035517714116933385e-01
-1.012231619358030521e+00,9.896473526309662594e-02
2.328438101517102121e-01,-4.248510459865471600e-01
9.444155128778266572e-01,1.899155757321277227e-01
5.041991302457011770e-01,8.842653486312983535e-01
7.185013062154101959e-01,6.707059643298382001e-01
-5.330331379005298631e-01,-8.673818504080086367e-01
1.660620925677466497e-01,1.018793492103394316e+00
-4.446832878463078953e-01,-7.973065800971638195e-01
5.732557530973225735e-01,-8.299554225013299202e-01
1.029986430027975547e-01,-5.254091448133442199e-01
7.281575178507728729e-01,6.113466699205682975e-01
4.190185727584891939e-01,1.741172097533916219e-01
3.709332718222374536e-01,-8.843173589885814367e-01
-2.749718794065892924e-01,4.691516685577786783e-01
5.739430978359417734e-01,-7.972403297145120860e-01
4.989727425887034440e-01,-8.999910600374861902e-01
8.385926746415834909e-01,7.268193238830868985e-01
-4.291429830728443751e-01,1.597664737669853841e-01
5.144200975723992042e-02,-1.101291870696171404e+00
-4.834884127683596322e-01,9.816370462324229551e-02
-5.232856482367367335e-01,-1.511423566588544765e-02
-4.769175648992001193e-01,-8.878553362867178111e-02
3.872253950116092969e-01,-3.977980607747230724e-01
4.363862376654292774e-01,9.165424830647159737e-01
-4.307530400708141638e-01,1.939838067327129267e-01
4.817772480352477960e-01,4.120879269837893905e-02
1.903982791520623941e-01,1.059264259997279467e+00
8.565722659136179029e-01,-6.263424600152962540e-01
3.977550533431497559e-01,-1.387746675112964678e-01
5.825147910287423736e-01,-8.980108864586675566e-01
-4.975343700007990311e-01,1.121618850434870085e-01
4.403341212914672620e-01,1.378944522882945556e-01
4.684996979032127751e-01,-2.054434572745251486e-01
-3.279972220490094403e-01,-3.685494126280176030e-01
-8.832692484054107673e-01,-4.454378595951738462e-01
2.592221664286360472e-01,-9.301585447955574848e-01
3.124772525069870882e-02,-4.252297678085612542e-01
-3.689474722913006488e-01,3.256601496927512551e-01
