x,y,cluster_id
-1.008736,-0.307947,1
-0.105584,-0.530080,2
-0.217874,-0.405163,2
-1.052282,-0.206126,1
-0.982774,-0.309588,1
-0.496727,-0.841781,1
-0.610321,-0.803065,1
-0.330414,-0.929771,1
-0.426409,-0.864294,1
-0.387671,-0.271063,2
-0.344466,-0.967874,1
-0.499571,-0.290490,2
-0.353550,-0.287232,2
-1.001892,-0.181817,1
-1.013490,-0.070232,1
-0.692278,-0.718460,1
-0.534037,-0.791692,1
-0.431456,-1.012240,1
-0.778219,-0.655593,1
-0.437995,-0.864853,1
-0.429621,-0.963548,1
-0.944610,-0.211615,1
-0.198279,-0.340592,2
-0.495680,-0.165189,2
-0.246411,-0.464019,2
-0.574782,-0.056680,2
-0.460009,-0.243114,2
-0.160222,-0.422492,2
-1.035724,-0.111493,1
-0.961988,-0.434059,1
-0.132590,-0.412940,2
-0.507576,-0.051723,2
-0.426959,-0.392276,2
-0.111362,-0.876873,1
-0.909077,-0.092159,1
-0.243658,-0.435235,2
-0.486937,-0.885494,1
-0.487029,-0.212290,2
-0.319218,-0.320540,2
-0.488607,-0.127013,2
-0.440350,-0.185920,2
-0.842123,-0.549668,1
-0.272741,-0.411247,2
-0.365483,-0.324052,2
-0.864404,-0.475214,1
-0.549102,-0.039709,2
-0.477155,-0.160654,2
-0.614545,-0.766611,1
-0.388096,-0.964817,1
-0.452506,-0.053318,2
-0.024820,-0.457434,2
-0.424682,-0.377666,2
-0.502271,-0.069240,2
-0.390590,-0.919538,1
-0.397014,-0.107266,2
-0.945301,-0.009826,1
-0.454373,-0.044738,2
-0.507852,-0.780299,1
-0.418572,-0.331603,2
-0.322506,-0.426439,2
-0.991610,-0.080033,1
-0.268769,-0.410751,2
-0.542877,-0.803952,1
-0.704689,-0.772205,1
-1.001164,-0.278102,1
-0.461609,-0.137879,2
-0.018815,-1.049842,1
-0.142596,-0.958691,1
-0.963138,-0.206982,1
-0.778058,-0.614422,1
-0.284513,-0.492875,2
-0.975343,-0.137539,1
-0.428764,-0.304878,2
-0.917531,-0.014189,1
-0.348291,-0.350865,2
-0.443938,-0.326792,2
-0.576190,-0.031163,2
-0.219138,-1.037732,1
-0.537557,-0.157056,2
-0.312515,-0.397682,2
-0.442715,-0.171862,2
-0.636276,-0.736039,1
-0.798013,-0.548309,1
-0.610936,-0.788318,1
-0.354800,-0.263062,2
-0.363465,-0.949058,1
-0.429641,-0.059163,2
-0.956480,-0.341388,1
-0.452550,-0.100078,2
-0.426369,-0.075299,2
-0.941417,-0.399265,1
-0.362371,-0.310142,2
-0.881477,-0.492554,1
-0.467370,-0.309945,2
-0.262653,-0.437827,2
-0.522270,-0.073289,2
-0.347724,-0.960919,1
-0.548608,-0.803056,1
-0.560459,-0.791911,1
-0.587884,-0.098869,2
-0.378290,-0.312588,2
-0.453848,-0.139719,2
-0.020239,-0.571364,2
-0.191151,-0.419116,2
-0.297087,-0.957269,1
-0.369788,-0.984244,1
-0.260769,-0.433516,2
-0.339509,-0.311646,2
-0.458313,-0.090381,2
-1.040762,-0.024129,1
-0.279407,-0.396358,2
-0.931972,-0.424394,1
-0.381070,-0.351740,2
-0.423496,-0.307590,2
-0.844646,-0.452527,1
-0.526391,-0.166028,2
-0.849474,-0.358235,1
-0.060842,-0.584000,2
-0.404158,-0.200727,2
-0.893649,-0.418457,1
-0.911063,-0.207544,1
-0.412341,-0.206261,2
-0.504701,-0.156391,2
-0.163035,-0.990134,1
-0.884638,-0.614297,1
-0.260627,-0.380908,2
-0.369483,-0.355534,2
-0.194859,-0.491862,2
-0.469351,-0.870462,1
-0.492078,-0.861380,1
-0.154212,-0.935615,1
-0.446649,-0.782466,1
-0.451163,-0.813188,1
-0.386158,-0.307277,2
-0.919555,-0.396438,1
-0.049460,-0.511743,2
-0.065498,-0.468853,2
-0.505663,-0.064949,2
-0.400677,-0.382562,2
-0.083940,-0.554523,2
-0.284374,-0.507968,2
-0.614364,-0.806346,1
-0.434658,-0.085908,2
-0.461720,-0.196752,2
-0.490755,-0.061698,2
-0.026482,-0.532091,2
-0.465568,-0.078836,2
-0.948078,-0.352271,1
-0.847780,-0.202201,1
-1.079704,-0.009513,1
-0.085667,-0.524130,2
-0.033576,-0.991865,1
-0.974237,-0.151463,1
-0.574217,-0.197648,2
-0.554286,-0.786124,1
-0.106479,-0.415576,2
-0.601971,-0.101772,2
-0.318498,-0.793034,1
-0.292738,-0.369916,2
-0.473111,-0.052206,2
-0.958236,-0.262560,1
-0.519697,-0.039012,2
-1.048104,-0.369008,1
-0.552394,-0.056562,2
-0.159647,-0.421204,2
-0.901858,-0.365074,1
-0.432605,-0.268493,2
-0.201284,-0.880918,1
-0.229911,-0.496184,2
-0.132813,-0.459113,2
-0.311433,-0.347952,2
-0.356071,-0.353660,2
-0.171659,-0.448261,2
-0.618095,-0.864933,1
-0.185215,-0.474594,2
-0.385714,-0.214563,2
-0.422811,-0.246340,2
-0.223074,-0.529605,2
-0.318983,-0.412616,2
-0.398957,-0.340591,2
-0.320389,-0.978185,1
-0.664854,-0.702481,1
-0.118904,-1.023599,1
-1.017930,-0.018209,1
-0.156361,-0.930878,1
-0.782069,-0.724878,1
-0.498771,-0.878360,1
-0.202991,-0.454530,2
-0.215034,-0.974402,1
-0.443454,-0.252245,2
-1.075899,-0.293423,1
-0.357924,-0.914601,1
-0.490770,-0.057295,2
-0.487662,-0.085344,2
-0.690577,-0.618214,1
-0.080128,-0.498888,2
-0.144358,-1.037793,1
-0.665941,-0.717946,1
-0.835854,-0.706242,1
-0.109537,-0.401964,2
-0.372039,-0.965788,1
-1.047004,-0.184147,1
-0.996659,-0.121058,1
-0.065669,-0.566375,2
-0.813793,-0.479341,1
-0.544239,-0.103076,2
-0.327607,-0.443330,2
-0.278228,-0.495230,2
-0.712986,-0.568617,1
-0.805107,-0.597262,1
-0.130006,-0.435921,2
-0.652807,-0.728880,1
-0.829584,-0.632372,1
-0.323145,-0.505132,2
-0.091835,-0.470849,2
-0.891181,-0.513266,1
-0.097165,-1.010328,1
-0.092826,-0.469324,2
-0.286949,-0.325467,2
-0.136252,-0.523861,2
-0.475361,-0.249488,2
-0.066797,-0.488130,2
-0.547022,-0.072398,2
-0.283430,-1.002870,1
-0.681063,-0.690897,1
-0.097030,-0.968477,1
-0.529660,-0.022888,2
-0.755814,-0.597466,1
-0.093873,-0.535375,2
-0.874105,-0.441737,1
-0.458319,-0.139720,2
-0.300190,-0.959338,1
-0.950262,-0.051485,1
-0.473289,-0.039670,2
-0.425758,-0.251828,2
-0.283049,-0.901147,1
-0.896525,-0.457712,1
-1.070448,-0.075795,1
-0.991676,-0.157364,1
-0.419629,-0.145072,2
-0.056153,-0.990920,1
-0.092400,-1.007763,1
-0.143248,-0.435431,2
-0.417863,-0.181183,2
-0.938041,-0.404293,1
-0.966483,-0.436719,1
-0.143767,-1.044819,1
-0.067220,-0.549477,2
-0.471467,-0.173140,2
-0.082613,-0.527239,2
-0.189899,-1.004430,1
-0.466155,-0.881120,1
-0.947142,-0.162809,1
-0.399256,-0.211537,2
-0.060314,-1.002370,1
-0.501013,-0.233233,2
-0.863145,-0.404282,1
-0.447290,-0.273334,2
-0.184922,-0.516558,2
-0.097992,-0.429296,2
-0.406956,-0.287844,2
-0.292712,-0.351771,2
-0.881325,-0.353556,1
-0.407634,-0.899902,1
-0.864408,-0.385043,1
-1.028048,-0.112312,1
-0.277030,-0.251963,2
-0.316998,-0.412921,2
-0.400314,-0.254747,2
-0.551337,-0.090315,2
-0.891686,-0.507182,1
-0.109943,-0.473866,2
-0.205660,-0.557631,2
-0.606983,-0.795403,1
-0.217854,-0.998413,1
-0.498224,-0.054406,2
-0.031608,-0.489520,2
-0.571681,-0.742190,1
-0.565497,-0.838419,1
-0.759152,-0.654376,1
-0.354640,-0.147017,2
-0.310014,-0.314551,2
-0.350542,-0.314918,2
-0.128914,-0.556385,2
-0.492304,-0.934547,1
-1.002309,-0.066649,1
-0.704789,-0.729421,1
-0.489840,-0.020048,2
-0.430682,-0.213700,2
-0.030620,-0.432183,2
-0.318042,-0.346266,2
-0.610678,-0.704982,1
-0.522551,-0.070447,2
-0.850051,-0.668401,1
-0.031034,-0.492356,2
-0.814052,-0.612694,1
-0.882694,-0.432333,1
-0.550326,-0.128458,2
-0.092241,-0.504744,2
-1.025239,-0.175546,1
-0.370904,-1.054305,1
-0.064934,-0.533181,2
-0.910043,-0.407090,1
-0.055852,-0.527378,2
-0.294621,-0.417085,2
-0.442212,-0.295092,2
-0.091208,-0.427562,2
-0.303807,-0.971056,1
-0.900070,-0.329366,1
-0.378959,-0.349662,2
-0.250609,-0.447153,2
-0.570200,-0.849245,1
-1.044883,-0.039334,1
-0.919164,-0.383828,1
-0.327054,-0.438609,2
-0.256238,-0.356134,2
-0.238011,-0.970358,1
-0.774362,-0.720052,1
-0.041974,-1.014011,1
-0.533419,-0.042901,2
-0.900454,-0.551282,1
-1.032508,-0.145458,1
-0.540609,-0.135604,2
-0.523724,-0.178677,2
-0.082624,-1.034521,1
-0.314064,-0.466931,2
-0.408166,-0.352016,2
-0.985275,-0.308877,1
-0.302390,-0.938986,1
-0.222370,-1.014249,1
-0.278084,-0.352050,2
-0.209115,-0.465733,2
-0.427209,-0.164116,2
-0.021837,-0.525765,2
-0.422429,-0.045132,2
-0.045653,-0.539467,2
-0.430124,-0.055345,2
-0.282478,-0.404705,2
-0.128850,-0.486089,2
-0.514827,-0.155634,2
-0.192255,-0.438425,2
-0.173711,-0.576371,2
-0.346666,-0.367182,2
-0.479443,-0.052573,2
-0.752349,-0.464206,1
-0.559662,-0.201943,2
-0.489548,-0.010568,2
-0.733547,-0.678094,1
-0.896330,-0.375907,1
-0.531676,-0.024270,2
-0.218866,-0.463532,2
-0.809222,-0.613402,1
-0.070389,-0.533165,2
-0.154398,-0.499330,2
-0.215004,-0.462782,2
-0.518957,-0.831958,1
-0.854828,-0.256261,1
-0.076010,-0.469759,2
-0.089936,-1.021951,1
-0.357481,-0.832379,1
-0.340066,-0.198629,2
-0.974649,-0.291656,1
-0.348291,-0.935977,1
-0.297360,-0.380520,2
-0.538427,-0.793700,1
-0.487369,-0.083516,2
-0.654825,-0.626208,1
-0.270394,-0.404366,2
-0.194815,-0.509349,2
-0.957184,-0.055764,1
-0.497692,-0.918248,1
-0.074283,-0.949192,1
-0.199916,-0.504077,2
-0.247360,-0.521324,2
-0.291600,-0.963882,1
-0.076180,-0.965092,1
-0.443823,-0.140899,2
-0.995690,-0.111118,1
-0.286880,-0.407189,2
-0.284389,-1.011520,1
-0.249470,-0.490986,2
-1.001736,-0.080384,1
-0.575337,-0.611130,-1
-1.006258,-0.108372,1
-0.042134,-0.564317,2
-0.485216,-0.081431,2
-0.388927,-1.001126,1
-0.982420,-0.293771,1
-0.350042,-0.384627,2
-0.027433,-0.537715,2
-1.024473,-0.107549,1
-0.475250,-0.012614,2
-0.530261,-0.044185,2
-0.262604,-0.228587,2
-0.853186,-0.486764,1
-0.497799,-0.123119,2
-0.411665,-0.080977,2
-0.934505,-0.500059,1
-0.148274,-0.449211,2
-0.521672,-0.138078,2
-0.162530,-0.481020,2
-0.337197,-0.267112,2
-0.890085,-0.174665,1
-0.297372,-0.929672,1
-0.162211,-0.499150,2
-0.242162,-0.479284,2
-0.458941,-0.246946,2
-0.923269,-0.262060,1
-0.273882,-0.378061,2
-0.486365,-0.221896,2
-0.997033,-0.079042,1
-0.657026,-0.836925,1
-0.795480,-0.574960,1
-0.929536,-0.025840,1
-0.472495,-0.127878,2
-0.395612,-0.241156,2
-0.521800,-0.110168,2
-0.174465,-0.944108,1
-0.816831,-0.592981,1
-0.222025,-0.518636,2
-0.231574,-0.491371,2
-0.446815,-0.233392,2
-0.623258,-0.835906,1
-0.131901,-0.933266,1
-0.285837,-0.340130,2
-0.382607,-0.119465,2
-0.188629,-0.441626,2
-0.437159,-0.299081,2
-0.852701,-0.495849,1
-0.205636,-0.391935,2
-0.074975,-0.455270,2
-0.337566,-0.992065,1
-0.615265,-0.774216,1
-0.591298,-0.673569,1
-0.786028,-0.574378,1
-0.034254,-0.494610,2
-0.542085,-0.176448,2
-0.570783,-0.084380,2
-0.649057,-0.742224,1
-0.060568,-0.410685,2
-0.104780,-0.540949,2
-0.481626,-0.076386,2
-0.247924,-0.411311,2
-0.484583,-0.198309,2
-0.080421,-0.455231,2
-0.989900,-0.212371,1
-0.315959,-0.387983,2
-0.815157,-0.597584,1
-0.385699,-0.285020,2
-0.350411,-0.383807,2
-0.329139,-0.294542,2
-0.054042,-0.464999,2
-0.424100,-0.267341,2
-0.438062,-0.277706,2
-0.110004,-0.535887,2
-0.957150,-0.130641,1
-0.474776,-0.247394,2
-0.113925,-0.543246,2
-0.357966,-0.310007,2
-0.948498,-0.151211,1
-0.993825,-0.048313,1
-1.002498,-0.181182,1
-0.421434,-0.309317,2
-0.278986,-0.489955,2
-0.332220,-0.950835,1
-0.056706,-0.617743,2
-1.003954,-0.022428,1
-0.245011,-0.927270,1
-0.579096,-0.047133,2
-0.444349,-0.298209,2
-0.266889,-0.959436,1
-0.489985,-0.850865,1
-0.339908,-0.495294,2
-0.567850,-0.037172,2
-0.972745,-0.342669,1
-0.118774,-0.590827,2
-0.183774,-0.455956,2
-0.371288,-0.893323,1
-0.259372,-0.502071,2
-0.260922,-0.429378,2
-0.683164,-0.606634,1
-0.252550,-0.367288,2
-0.098782,-1.021587,1
-0.448843,-0.845288,1
-0.437241,-0.141107,2
-0.122839,-0.992817,1
-0.352980,-1.036400,1
-0.904100,-0.615421,1
-0.580776,-0.849842,1
-0.996015,-0.430918,1
-0.676354,-0.610504,1
-1.016602,-0.074073,1
-0.074107,-0.474286,2
-0.194040,-1.011792,1
-0.830479,-0.494306,1
-0.380676,-0.508384,2
-0.446150,-0.281634,2
-0.335148,-0.408889,2
-0.729733,-0.734213,1
-0.499473,-0.100342,2
-0.640869,-0.804778,1
-0.193861,-0.981069,1
-0.880258,-0.355258,1
-0.950122,-0.215072,1
-1.043350,-0.111182,1
-0.341867,-0.299669,2
-0.825652,-0.646382,1
-0.165422,-0.580861,2
-0.966173,-0.009069,1
-0.380699,-0.980646,1
-0.930971,-0.499441,1
-0.193379,-0.517035,2
-0.035498,-1.073197,1
-0.117743,-0.451263,2
-0.439752,-0.200780,2
-0.516418,-0.038870,2
-0.151428,-0.996907,1
-0.140520,-0.481569,2
-0.262944,-0.361740,2
-0.312482,-0.387142,2
-0.193249,-0.419396,2
-0.782431,-0.570082,1
-0.321947,-0.503606,2
-0.726713,-0.657238,1
-0.386556,-0.030486,2
-0.052785,-0.550921,2
-0.440303,-0.262612,2
-0.684554,-0.622729,1
-1.016368,-0.170055,1
-0.622374,-0.821337,1
-0.464084,-0.187493,2
-0.466928,-0.212499,2
-0.925337,-0.283045,1
-0.444772,-0.187957,2
-0.333392,-0.298816,2
-0.462729,-0.084719,2
-0.494717,-0.189594,2
-0.177272,-0.502350,2
-0.956746,-0.293287,1
-0.159098,-0.532372,2
-0.643772,-0.684575,1
-0.102743,-0.916893,1
-0.510713,-0.284749,2
-0.338278,-0.420673,2
-0.481807,-0.218839,2
-0.563035,-0.176467,2
-0.137000,-0.536188,2
-0.903563,-0.575433,1
-0.649411,-0.759193,1
-0.269119,-0.381182,2
-1.004806,-0.224631,1
-0.568548,-0.755083,1
-0.938219,-0.019547,1
-0.428976,-0.281996,2
-0.350705,-0.404269,2
-0.403953,-0.158904,2
-0.470482,-0.085969,2
-0.932763,-0.191967,1
-0.418041,-0.312302,2
-0.652681,-0.813296,1
-0.577227,-0.879100,1
-0.478224,-0.034711,2
-0.124149,-0.462948,2
-0.559721,-0.969527,1
-0.346377,-0.296619,2
-0.893024,-0.271800,1
-0.282989,-0.913183,1
-1.020164,-0.204160,1
-0.391207,-0.939276,1
-0.425807,-0.329215,2
-0.169169,-0.526397,2
-0.993322,-0.183870,1
-0.756220,-0.677059,1
-0.752616,-0.750566,1
-0.226250,-0.521062,2
-0.449296,-0.259503,2
-0.269296,-0.520953,2
-0.959655,-0.214565,1
-0.435945,-0.058231,2
-1.025646,-0.054412,1
-0.301384,-0.348831,2
-0.435144,-0.289997,2
-0.955055,-0.350993,1
-0.417757,-0.048274,2
-0.507899,-0.091193,2
-0.861265,-0.613339,1
-0.797110,-0.645525,1
-1.049568,-0.094911,1
-0.863682,-0.367094,1
-0.718519,-0.632291,1
-0.905718,-0.431029,1
-0.516024,-0.028085,2
-0.061909,-0.421160,2
-0.452873,-0.251913,2
-0.222940,-0.840005,1
-0.943785,-0.032176,1
-0.988210,-0.292579,1
-0.561621,-0.018271,2
-0.268554,-0.352925,2
-0.261143,-0.520491,2
-0.507693,-0.059171,2
-0.447011,-0.976944,1
-0.060721,-1.021463,1
-0.819661,-0.544439,1
-0.209363,-0.559062,2
-0.950346,-0.297876,1
-0.507051,-0.902674,1
-1.012393,-0.274633,1
-0.039485,-0.933196,1
-0.244088,-0.487311,2
-0.759208,-0.579626,1
-0.145545,-0.398405,2
-0.914647,-0.248763,1
-0.342849,-0.351421,2
-0.172556,-0.364806,2
-0.965968,-0.284806,1
-0.429521,-0.011332,2
